,trial_id,project,fuzzer,target,find_type,bug,time,timestamp
33,14,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,4040,1718695085.6039495
34,15,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,2735,1718695085.6039495
35,16,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,22180,1718695085.6039495
36,17,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,5750,1718695085.6039495
37,18,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,7205,1718695085.6039495
38,19,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,6245,1718695085.6039495
39,20,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL014,6945,1718695085.6039495
40,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,870,1718695085.6039495
41,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,4060,1718695085.6039495
42,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,620,1718695085.6039495
43,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,435,1718695085.6039495
44,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,805,1718695085.6039495
45,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1530,1718695085.6039495
46,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,4120,1718695085.6039495
47,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1600,1718695085.6039495
48,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1960,1718695085.6039495
49,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1980,1718695085.6039495
50,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1775,1718695085.6039495
51,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,4180,1718695085.6039495
52,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,3075,1718695085.6039495
53,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1145,1718695085.6039495
54,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1720,1718695085.6039495
55,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,2850,1718695085.6039495
56,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,180,1718695085.6039495
57,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,1195,1718695085.6039495
58,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,5760,1718695085.6039495
59,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL009,9020,1718695085.6039495
60,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,55,1718695085.6039495
61,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,90,1718695085.6039495
62,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,50,1718695085.6039495
63,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,40,1718695085.6039495
64,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,105,1718695085.6039495
65,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,195,1718695085.6039495
66,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,25,1718695085.6039495
67,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,40,1718695085.6039495
68,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,50,1718695085.6039495
69,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,135,1718695085.6039495
70,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,50,1718695085.6039495
71,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,105,1718695085.6039495
72,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,40,1718695085.6039495
73,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,40,1718695085.6039495
74,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,115,1718695085.6039495
75,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,50,1718695085.6039495
76,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,80,1718695085.6039495
77,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,60,1718695085.6039495
78,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,225,1718695085.6039495
79,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL002,30,1718695085.6039495
80,1,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1445,1718695085.6039495
81,2,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,3690,1718695085.6039495
82,3,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1890,1718695085.6039495
83,4,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,535,1718695085.6039495
84,5,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1375,1718695085.6039495
85,6,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1655,1718695085.6039495
86,7,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,5555,1718695085.6039495
87,8,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1430,1718695085.6039495
88,9,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,5650,1718695085.6039495
89,10,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1805,1718695085.6039495
90,11,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,2780,1718695085.6039495
91,12,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,11975,1718695085.6039495
92,13,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,660,1718695085.6039495
93,14,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,685,1718695085.6039495
94,15,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,2390,1718695085.6039495
95,16,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1860,1718695085.6039495
96,17,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,4645,1718695085.6039495
97,18,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,1365,1718695085.6039495
98,19,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,3000,1718695085.6039495
99,20,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL002,285,1718695085.6039495
100,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,225,1718695085.6039495
101,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,190,1718695085.6039495
102,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,200,1718695085.6039495
103,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,140,1718695085.6039495
104,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,185,1718695085.6039495
105,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,300,1718695085.6039495
106,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,205,1718695085.6039495
107,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,185,1718695085.6039495
108,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,195,1718695085.6039495
109,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,175,1718695085.6039495
110,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,215,1718695085.6039495
111,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,120,1718695085.6039495
112,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,40,1718695085.6039495
113,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,70,1718695085.6039495
114,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,265,1718695085.6039495
115,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,185,1718695085.6039495
116,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,155,1718695085.6039495
117,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,255,1718695085.6039495
118,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,370,1718695085.6039495
119,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL016,115,1718695085.6039495
120,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,60,1718695085.6039495
121,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,90,1718695085.6039495
122,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,50,1718695085.6039495
123,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,65,1718695085.6039495
124,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,115,1718695085.6039495
125,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,200,1718695085.6039495
126,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,40,1718695085.6039495
127,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,40,1718695085.6039495
128,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,50,1718695085.6039495
129,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,135,1718695085.6039495
130,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,50,1718695085.6039495
131,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,105,1718695085.6039495
132,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,40,1718695085.6039495
133,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,110,1718695085.6039495
134,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,115,1718695085.6039495
135,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,50,1718695085.6039495
136,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,80,1718695085.6039495
137,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,60,1718695085.6039495
138,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,230,1718695085.6039495
139,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL015,180,1718695085.6039495
140,8,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,46790,1718695085.6039495
141,10,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,58995,1718695085.6039495
142,12,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,34895,1718695085.6039495
143,13,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,74070,1718695085.6039495
144,15,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,69225,1718695085.6039495
145,17,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,85445,1718695085.6039495
146,20,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL015,79795,1718695085.6039495
147,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,2125,1718695085.6039495
148,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,1085,1718695085.6039495
149,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,1980,1718695085.6039495
150,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,580,1718695085.6039495
151,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,515,1718695085.6039495
152,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,1530,1718695085.6039495
153,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,2075,1718695085.6039495
154,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,1505,1718695085.6039495
155,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,4405,1718695085.6039495
156,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,1105,1718695085.6039495
157,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,875,1718695085.6039495
158,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,3850,1718695085.6039495
159,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,2655,1718695085.6039495
160,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,2445,1718695085.6039495
161,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,555,1718695085.6039495
162,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,4260,1718695085.6039495
163,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,1255,1718695085.6039495
164,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,2260,1718695085.6039495
165,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,2120,1718695085.6039495
166,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL018,520,1718695085.6039495
167,1,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,2345,1718695085.6039495
168,2,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,12140,1718695085.6039495
169,3,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,10395,1718695085.6039495
170,4,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,6120,1718695085.6039495
171,5,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,5005,1718695085.6039495
172,6,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,20770,1718695085.6039495
173,7,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,9040,1718695085.6039495
174,8,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,11330,1718695085.6039495
175,9,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,12445,1718695085.6039495
176,10,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,1315,1718695085.6039495
177,11,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,9120,1718695085.6039495
178,12,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,17555,1718695085.6039495
179,13,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,15120,1718695085.6039495
180,14,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,14805,1718695085.6039495
181,15,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,2575,1718695085.6039495
182,16,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,21705,1718695085.6039495
183,17,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,16080,1718695085.6039495
184,18,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,2645,1718695085.6039495
185,19,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,12820,1718695085.6039495
186,20,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL018,520,1718695085.6039495
187,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,25280,1718695085.6039495
188,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,23090,1718695085.6039495
189,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,27320,1718695085.6039495
190,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,13090,1718695085.6039495
191,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,20710,1718695085.6039495
192,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,32425,1718695085.6039495
193,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,21995,1718695085.6039495
194,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,22470,1718695085.6039495
195,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,24805,1718695085.6039495
196,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,43230,1718695085.6039495
197,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,22090,1718695085.6039495
198,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,23210,1718695085.6039495
199,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,28535,1718695085.6039495
200,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,17610,1718695085.6039495
201,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,18030,1718695085.6039495
202,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,19675,1718695085.6039495
203,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,29015,1718695085.6039495
204,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,39705,1718695085.6039495
205,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,19945,1718695085.6039495
206,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL012,20680,1718695085.6039495
207,2,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,23185,1718695085.6039495
208,3,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,53775,1718695085.6039495
209,5,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,31750,1718695085.6039495
210,10,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,60435,1718695085.6039495
211,14,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,45220,1718695085.6039495
212,15,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,24040,1718695085.6039495
213,20,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL012,26705,1718695085.6039495
214,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL011,44275,1718695085.6039495
215,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL011,54145,1718695085.6039495
216,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL011,78760,1718695085.6039495
217,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL011,62905,1718695085.6039495
218,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,205,1718695085.6039495
219,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,405,1718695085.6039495
220,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,145,1718695085.6039495
221,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,205,1718695085.6039495
222,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,365,1718695085.6039495
223,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,360,1718695085.6039495
224,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,255,1718695085.6039495
225,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,120,1718695085.6039495
226,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,275,1718695085.6039495
227,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,390,1718695085.6039495
228,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,265,1718695085.6039495
229,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,175,1718695085.6039495
230,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,90,1718695085.6039495
231,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,255,1718695085.6039495
232,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,330,1718695085.6039495
233,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,240,1718695085.6039495
234,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,145,1718695085.6039495
235,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,235,1718695085.6039495
236,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,305,1718695085.6039495
237,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL019,180,1718695085.6039495
238,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,60,1718695085.6039495
239,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,85,1718695085.6039495
240,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,45,1718695085.6039495
241,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,60,1718695085.6039495
242,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,110,1718695085.6039495
243,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,200,1718695085.6039495
244,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,40,1718695085.6039495
245,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,35,1718695085.6039495
246,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,45,1718695085.6039495
247,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,130,1718695085.6039495
248,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,40,1718695085.6039495
249,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,100,1718695085.6039495
250,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,30,1718695085.6039495
251,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,105,1718695085.6039495
252,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,110,1718695085.6039495
253,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,45,1718695085.6039495
254,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,75,1718695085.6039495
255,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,35,1718695085.6039495
256,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,230,1718695085.6039495
257,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL007,180,1718695085.6039495
258,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,415,1718695085.6039495
259,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,160,1718695085.6039495
260,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,70,1718695085.6039495
261,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,65,1718695085.6039495
262,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,185,1718695085.6039495
263,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,300,1718695085.6039495
264,7,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,120,1718695085.6039495
265,8,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,630,1718695085.6039495
266,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,195,1718695085.6039495
267,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,160,1718695085.6039495
268,11,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,145,1718695085.6039495
269,12,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,105,1718695085.6039495
270,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,40,1718695085.6039495
271,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,380,1718695085.6039495
272,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,265,1718695085.6039495
273,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,50,1718695085.6039495
274,17,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,420,1718695085.6039495
275,18,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,435,1718695085.6039495
276,19,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,370,1718695085.6039495
277,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL010,460,1718695085.6039495
278,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,28040,1718695085.6039495
279,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,27575,1718695085.6039495
280,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,56040,1718695085.6039495
281,6,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,73365,1718695085.6039495
282,9,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,62160,1718695085.6039495
283,10,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,60290,1718695085.6039495
284,13,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,49980,1718695085.6039495
285,14,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,35145,1718695085.6039495
286,15,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,71460,1718695085.6039495
287,16,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,20685,1718695085.6039495
288,20,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL013,23410,1718695085.6039495
289,3,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL013,27590,1718695085.6039495
290,6,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL013,73420,1718695085.6039495
291,14,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL013,56365,1718695085.6039495
292,16,sqlite3,funfuzz,sqlite3_fuzz,triggered,SQL013,20755,1718695085.6039495
293,1,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL017,710,1718695085.6039495
294,2,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL017,160,1718695085.6039495
295,3,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL017,135,1718695085.6039495
296,4,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL017,65,1718695085.6039495
297,5,sqlite3,funfuzz,sqlite3_fuzz,reached,SQL017,185,1718695085.6039495
